Poster_Link,Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Overview,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross
,Falling Memory 473,1975,R,196 min,"Adventure, Drama",7.4,"A story about falling memory 473, filled with memorable characters, challenges, and unexpected events.",99,Director 155,Actor 476,Actor 6,Actor 325,Actor 399,960922,"802,913,840"
,Secret Promise 474,1959,A,125 min,"War, Drama",7.7,"A story about secret promise 474, filled with memorable characters, challenges, and unexpected events.",77,Director 179,Actor 114,Actor 79,Actor 26,Actor 345,2379416,"160,710,323"
,Secret Adventure 475,2016,A,149 min,"Action, Sci-Fi",8.0,"A story about secret adventure 475, filled with memorable characters, challenges, and unexpected events.",95,Director 101,Actor 76,Actor 68,Actor 173,Actor 43,941494,"463,887,397"
,Crimson Heart 476,2015,PG-13,136 min,"Crime, Drama",6.2,"A story about crimson heart 476, filled with memorable characters, challenges, and unexpected events.",72,Director 199,Actor 358,Actor 67,Actor 391,Actor 70,366847,"428,015,151"
,Crimson World 477,1945,R,168 min,"Comedy, Drama",7.6,"A story about crimson world 477, filled with memorable characters, challenges, and unexpected events.",78,Director 64,Actor 125,Actor 37,Actor 137,Actor 398,2363707,"661,521,566"
,Forgotten Future 478,2007,A,96 min,"Adventure, Drama",9.0,"A story about forgotten future 478, filled with memorable characters, challenges, and unexpected events.",67,Director 49,Actor 165,Actor 177,Actor 305,Actor 336,1744688,"454,873,258"
,The Last Story 479,1941,U,163 min,"Sci-Fi, Adventure",9.3,"A story about the last story 479, filled with memorable characters, challenges, and unexpected events.",97,Director 60,Actor 103,Actor 351,Actor 192,Actor 80,621607,"473,044,000"
,Hidden Dream 480,2014,A,206 min,"Animation, Adventure, Family",6.2,"A story about hidden dream 480, filled with memorable characters, challenges, and unexpected events.",89,Director 206,Actor 57,Actor 157,Actor 231,Actor 242,1216638,"14,846,008"
,The Last Future 481,1946,A,112 min,"Comedy, Drama",8.4,"A story about the last future 481, filled with memorable characters, challenges, and unexpected events.",80,Director 124,Actor 319,Actor 374,Actor 73,Actor 356,2301869,"561,952,456"
,The Last Victory 482,1994,U,152 min,"Action, Crime, Drama",9.0,"A story about the last victory 482, filled with memorable characters, challenges, and unexpected events.",63,Director 52,Actor 405,Actor 357,Actor 317,Actor 139,1081461,"182,979,331"
,A New Adventure 483,2003,R,93 min,"Mystery, Thriller",9.1,"A story about a new adventure 483, filled with memorable characters, challenges, and unexpected events.",68,Director 222,Actor 56,Actor 10,Actor 150,Actor 445,1147958,"711,971,111"
,Secret Mountain 484,1968,PG-13,175 min,"Adventure, Drama",7.7,"A story about secret mountain 484, filled with memorable characters, challenges, and unexpected events.",79,Director 23,Actor 96,Actor 102,Actor 257,Actor 495,1333118,"520,502,022"
,Infinite World 485,2011,PG,116 min,"Fantasy, Adventure",6.1,"A story about infinite world 485, filled with memorable characters, challenges, and unexpected events.",70,Director 191,Actor 81,Actor 10,Actor 178,Actor 351,1288958,"358,267,668"
,Rising Memory 486,2000,U,210 min,"Fantasy, Adventure",7.0,"A story about rising memory 486, filled with memorable characters, challenges, and unexpected events.",85,Director 66,Actor 450,Actor 199,Actor 456,Actor 418,1167117,"871,863,327"
,The Last World 487,1955,R,128 min,"Mystery, Thriller",6.7,"A story about the last world 487, filled with memorable characters, challenges, and unexpected events.",69,Director 134,Actor 492,Actor 348,Actor 314,Actor 447,585713,"94,369,176"
,Beyond Hope 488,1950,PG-13,139 min,Drama,7.9,"A story about beyond hope 488, filled with memorable characters, challenges, and unexpected events.",53,Director 53,Actor 335,Actor 71,Actor 298,Actor 278,1391120,"482,391,740"
,Lost Shadow 489,1959,UA,200 min,"Fantasy, Adventure",8.3,"A story about lost shadow 489, filled with memorable characters, challenges, and unexpected events.",86,Director 239,Actor 290,Actor 470,Actor 81,Actor 163,577290,"461,878,017"
,Hidden World 490,1988,R,100 min,"Biography, Drama",9.1,"A story about hidden world 490, filled with memorable characters, challenges, and unexpected events.",46,Director 196,Actor 164,Actor 451,Actor 499,Actor 212,1342100,"156,353,951"
,Forgotten Story 491,1976,UA,190 min,"Crime, Drama",8.5,"A story about forgotten story 491, filled with memorable characters, challenges, and unexpected events.",51,Director 34,Actor 95,Actor 14,Actor 391,Actor 314,647354,"836,660,721"
,Great Empire 492,1997,U,114 min,"Comedy, Romance",7.9,"A story about great empire 492, filled with memorable characters, challenges, and unexpected events.",67,Director 21,Actor 353,Actor 400,Actor 245,Actor 69,978516,"738,166,391"
,Beautiful War 493,1980,PG,132 min,"Biography, Drama",8.3,"A story about beautiful war 493, filled with memorable characters, challenges, and unexpected events.",53,Director 42,Actor 99,Actor 116,Actor 17,Actor 210,1635126,"527,785,695"
,The Last Empire 494,1972,UA,170 min,"Comedy, Drama",6.7,"A story about the last empire 494, filled with memorable characters, challenges, and unexpected events.",73,Director 222,Actor 316,Actor 251,Actor 353,Actor 167,867995,"71,113,341"
,Infinite Mountain 495,1974,PG-13,90 min,"Mystery, Thriller",7.3,"A story about infinite mountain 495, filled with memorable characters, challenges, and unexpected events.",92,Director 147,Actor 305,Actor 275,Actor 269,Actor 329,1322387,"423,316,102"
,A New Destiny 496,1933,PG-13,190 min,"Action, Crime, Drama",7.5,"A story about a new destiny 496, filled with memorable characters, challenges, and unexpected events.",70,Director 189,Actor 21,Actor 286,Actor 199,Actor 265,1040631,"557,052,733"
,A New River 497,1957,UA,198 min,Drama,7.5,"A story about a new river 497, filled with memorable characters, challenges, and unexpected events.",72,Director 76,Actor 314,Actor 471,Actor 28,Actor 354,1209212,"495,467,749"
,Beautiful Shadow 498,1979,UA,142 min,"Action, Sci-Fi",8.7,"A story about beautiful shadow 498, filled with memorable characters, challenges, and unexpected events.",94,Director 150,Actor 481,Actor 458,Actor 357,Actor 280,2109910,"121,617,071"
,Dark Victory 499,1972,R,88 min,"Biography, Drama",7.1,"A story about dark victory 499, filled with memorable characters, challenges, and unexpected events.",57,Director 226,Actor 233,Actor 47,Actor 129,Actor 166,1912874,"633,946,414"
,Golden Dream 500,1931,R,142 min,"Horror, Mystery",6.4,"A story about golden dream 500, filled with memorable characters, challenges, and unexpected events.",69,Director 187,Actor 406,Actor 500,Actor 262,Actor 314,367801,"562,544,547"
,Golden Victory 501,1990,R,183 min,"Biography, Drama",7.3,"A story about golden victory 501, filled with memorable characters, challenges, and unexpected events.",100,Director 39,Actor 84,Actor 445,Actor 75,Actor 92,1415901,"607,291,953"
,A New Hope 502,1959,UA,183 min,"Sci-Fi, Adventure",7.0,"A story about a new hope 502, filled with memorable characters, challenges, and unexpected events.",52,Director 231,Actor 68,Actor 492,Actor 104,Actor 2,1221233,"672,748,626"
,Great Empire 503,1921,U,194 min,"Thriller, Mystery",7.5,"A story about great empire 503, filled with memorable characters, challenges, and unexpected events.",83,Director 226,Actor 253,Actor 122,Actor 112,Actor 302,2289609,"867,097,739"
,Crimson Adventure 504,1972,A,161 min,"Action, Adventure",7.5,"A story about crimson adventure 504, filled with memorable characters, challenges, and unexpected events.",84,Director 161,Actor 286,Actor 420,Actor 423,Actor 107,1036401,"587,803,577"
,A New Legacy 505,1938,R,129 min,"Action, Crime, Drama",6.2,"A story about a new legacy 505, filled with memorable characters, challenges, and unexpected events.",81,Director 215,Actor 309,Actor 153,Actor 170,Actor 472,619744,"34,923,688"
,Hidden Promise 506,1933,R,107 min,"Biography, Drama",7.4,"A story about hidden promise 506, filled with memorable characters, challenges, and unexpected events.",89,Director 180,Actor 305,Actor 294,Actor 404,Actor 288,1202778,"656,252,630"
,Golden Adventure 507,2015,A,204 min,"Action, Crime, Drama",7.9,"A story about golden adventure 507, filled with memorable characters, challenges, and unexpected events.",65,Director 95,Actor 460,Actor 195,Actor 420,Actor 35,400599,"825,283,459"
,Forgotten World 508,1928,PG-13,102 min,"Adventure, Drama",7.0,"A story about forgotten world 508, filled with memorable characters, challenges, and unexpected events.",71,Director 135,Actor 108,Actor 357,Actor 108,Actor 314,1160994,"353,584,964"
,A New Dream 509,1993,R,165 min,"Fantasy, Adventure",8.4,"A story about a new dream 509, filled with memorable characters, challenges, and unexpected events.",89,Director 155,Actor 479,Actor 404,Actor 362,Actor 148,377713,"519,429,173"
,Forgotten War 510,1960,PG-13,158 min,"Horror, Mystery",6.9,"A story about forgotten war 510, filled with memorable characters, challenges, and unexpected events.",76,Director 134,Actor 374,Actor 324,Actor 255,Actor 253,554056,"659,688,843"
,Golden War 511,1949,U,210 min,"Comedy, Drama",8.3,"A story about golden war 511, filled with memorable characters, challenges, and unexpected events.",74,Director 161,Actor 408,Actor 61,Actor 378,Actor 435,16630,"127,023,950"
,Lost War 512,1973,R,127 min,"Horror, Mystery",7.4,"A story about lost war 512, filled with memorable characters, challenges, and unexpected events.",58,Director 3,Actor 328,Actor 104,Actor 354,Actor 145,2360552,"865,582,632"
,Midnight Kingdom 513,1959,R,155 min,"Drama, Romance",7.0,"A story about midnight kingdom 513, filled with memorable characters, challenges, and unexpected events.",66,Director 88,Actor 203,Actor 371,Actor 292,Actor 316,35716,"122,331,288"
,The Last Legacy 514,1944,U,128 min,"Thriller, Mystery",7.1,"A story about the last legacy 514, filled with memorable characters, challenges, and unexpected events.",86,Director 35,Actor 247,Actor 80,Actor 322,Actor 236,2000199,"856,145,379"
,American Future 515,1979,PG-13,137 min,"Action, Crime, Drama",8.6,"A story about american future 515, filled with memorable characters, challenges, and unexpected events.",91,Director 174,Actor 162,Actor 285,Actor 275,Actor 10,2195539,"321,517,903"
,Lost Heart 516,2007,A,202 min,"Horror, Mystery",7.1,"A story about lost heart 516, filled with memorable characters, challenges, and unexpected events.",98,Director 8,Actor 174,Actor 193,Actor 321,Actor 274,287717,"160,414,927"
,Golden Heart 517,1997,A,161 min,"Adventure, Drama",7.3,"A story about golden heart 517, filled with memorable characters, challenges, and unexpected events.",90,Director 9,Actor 140,Actor 212,Actor 45,Actor 255,1303025,"757,373,798"
,Beyond Memory 518,1977,UA,123 min,"Comedy, Drama",8.7,"A story about beyond memory 518, filled with memorable characters, challenges, and unexpected events.",52,Director 96,Actor 402,Actor 20,Actor 399,Actor 104,2212430,"324,711,800"
,Hidden Adventure 519,1984,A,146 min,"Fantasy, Adventure",6.1,"A story about hidden adventure 519, filled with memorable characters, challenges, and unexpected events.",75,Director 188,Actor 448,Actor 269,Actor 159,Actor 398,656249,"204,338,238"
,Falling Shadow 520,2018,R,190 min,"Fantasy, Adventure",8.9,"A story about falling shadow 520, filled with memorable characters, challenges, and unexpected events.",47,Director 118,Actor 199,Actor 366,Actor 443,Actor 268,566656,"220,417,979"
,Silent Journey 521,1959,U,172 min,"Action, Sci-Fi",9.1,"A story about silent journey 521, filled with memorable characters, challenges, and unexpected events.",51,Director 134,Actor 393,Actor 338,Actor 382,Actor 160,1407918,"501,404,182"
,The Last Heart 522,2017,UA,199 min,"Comedy, Drama",7.0,"A story about the last heart 522, filled with memorable characters, challenges, and unexpected events.",63,Director 71,Actor 273,Actor 164,Actor 396,Actor 226,1355869,"215,444,841"
,Silent Empire 523,1939,U,99 min,"Action, Adventure",6.5,"A story about silent empire 523, filled with memorable characters, challenges, and unexpected events.",58,Director 139,Actor 180,Actor 282,Actor 164,Actor 139,2357240,"552,068,433"
,Dark Story 524,1993,PG,94 min,Drama,6.8,"A story about dark story 524, filled with memorable characters, challenges, and unexpected events.",48,Director 34,Actor 15,Actor 242,Actor 463,Actor 346,1430773,"580,540,242"
,A New Dream 525,1969,PG-13,139 min,"Mystery, Thriller",6.2,"A story about a new dream 525, filled with memorable characters, challenges, and unexpected events.",82,Director 162,Actor 429,Actor 354,Actor 359,Actor 229,760709,"756,741,801"
,Great Memory 526,1959,PG,110 min,"War, Drama",7.1,"A story about great memory 526, filled with memorable characters, challenges, and unexpected events.",81,Director 34,Actor 48,Actor 417,Actor 411,Actor 471,339444,"811,572,797"
,Infinite Dream 527,1978,UA,167 min,"Sci-Fi, Adventure",7.0,"A story about infinite dream 527, filled with memorable characters, challenges, and unexpected events.",54,Director 221,Actor 459,Actor 316,Actor 133,Actor 468,1983612,"248,879,766"
,Rising Victory 528,1943,PG,170 min,"Drama, Romance",8.3,"A story about rising victory 528, filled with memorable characters, challenges, and unexpected events.",46,Director 17,Actor 244,Actor 58,Actor 180,Actor 246,1372146,"486,808,987"
,Infinite Legacy 529,1956,PG,162 min,"Animation, Adventure, Family",8.5,"A story about infinite legacy 529, filled with memorable characters, challenges, and unexpected events.",97,Director 183,Actor 408,Actor 55,Actor 167,Actor 285,2140495,"110,622,618"
,Hidden Story 530,1988,UA,160 min,"Romance, Drama",7.5,"A story about hidden story 530, filled with memorable characters, challenges, and unexpected events.",80,Director 41,Actor 499,Actor 247,Actor 197,Actor 34,1010657,"666,759,283"
,Falling River 531,2008,A,185 min,"Romance, Drama",8.0,"A story about falling river 531, filled with memorable characters, challenges, and unexpected events.",79,Director 178,Actor 121,Actor 89,Actor 340,Actor 343,2389056,"845,485,686"
,Hidden Heart 532,1982,U,161 min,"Sci-Fi, Adventure",6.4,"A story about hidden heart 532, filled with memorable characters, challenges, and unexpected events.",97,Director 114,Actor 91,Actor 158,Actor 490,Actor 208,1374734,"596,120,884"
,Hidden War 533,1933,R,161 min,"Mystery, Thriller",8.3,"A story about hidden war 533, filled with memorable characters, challenges, and unexpected events.",87,Director 16,Actor 47,Actor 112,Actor 419,Actor 72,1383249,"530,845,374"
,Little Journey 534,2016,PG,104 min,"Sci-Fi, Adventure",6.5,"A story about little journey 534, filled with memorable characters, challenges, and unexpected events.",84,Director 148,Actor 229,Actor 101,Actor 106,Actor 349,2238248,"313,099,235"
,Falling Story 535,1992,A,171 min,Drama,8.6,"A story about falling story 535, filled with memorable characters, challenges, and unexpected events.",50,Director 150,Actor 5,Actor 314,Actor 262,Actor 207,1833377,"770,822,451"
,Dark Story 536,1927,PG-13,155 min,"Action, Crime, Drama",7.2,"A story about dark story 536, filled with memorable characters, challenges, and unexpected events.",97,Director 92,Actor 57,Actor 441,Actor 145,Actor 444,13537,"755,320,739"
,The Last Mountain 537,1975,PG,135 min,"Drama, Romance",8.3,"A story about the last mountain 537, filled with memorable characters, challenges, and unexpected events.",72,Director 140,Actor 109,Actor 340,Actor 89,Actor 244,1615536,"436,074,242"
,Dark River 538,1991,A,203 min,"Horror, Mystery",7.3,"A story about dark river 538, filled with memorable characters, challenges, and unexpected events.",100,Director 172,Actor 65,Actor 69,Actor 6,Actor 37,1760012,"165,743,247"
,The Last Shadow 539,2012,UA,169 min,"Romance, Drama",8.9,"A story about the last shadow 539, filled with memorable characters, challenges, and unexpected events.",86,Director 207,Actor 213,Actor 441,Actor 234,Actor 458,579484,"91,006,681"
,Great Hope 540,1999,PG,150 min,"Romance, Drama",6.6,"A story about great hope 540, filled with memorable characters, challenges, and unexpected events.",69,Director 91,Actor 116,Actor 96,Actor 218,Actor 310,2325465,"880,644,989"
,The Last Heart 541,1983,PG-13,115 min,"Fantasy, Adventure",8.8,"A story about the last heart 541, filled with memorable characters, challenges, and unexpected events.",81,Director 94,Actor 18,Actor 20,Actor 291,Actor 248,1139318,"441,233,739"
,Rising Dream 542,1994,R,173 min,"Action, Sci-Fi",7.6,"A story about rising dream 542, filled with memorable characters, challenges, and unexpected events.",78,Director 220,Actor 385,Actor 399,Actor 144,Actor 239,605958,"784,130,674"
,Beautiful Kingdom 543,1986,R,96 min,"Comedy, Romance",8.9,"A story about beautiful kingdom 543, filled with memorable characters, challenges, and unexpected events.",87,Director 246,Actor 343,Actor 40,Actor 351,Actor 325,1991605,"677,269,078"
,American Heart 544,1959,U,200 min,"Drama, Romance",8.0,"A story about american heart 544, filled with memorable characters, challenges, and unexpected events.",75,Director 117,Actor 263,Actor 464,Actor 241,Actor 294,2254092,"836,037,148"
,Falling Hope 545,1965,U,187 min,Drama,9.2,"A story about falling hope 545, filled with memorable characters, challenges, and unexpected events.",89,Director 237,Actor 306,Actor 384,Actor 156,Actor 373,1223028,"179,960,527"
,Little Empire 546,1927,R,159 min,"Biography, Drama",8.1,"A story about little empire 546, filled with memorable characters, challenges, and unexpected events.",63,Director 208,Actor 378,Actor 320,Actor 14,Actor 147,2412748,"55,526,425"
,Crimson Kingdom 547,1936,PG-13,193 min,"Crime, Drama",7.7,"A story about crimson kingdom 547, filled with memorable characters, challenges, and unexpected events.",62,Director 71,Actor 440,Actor 132,Actor 8,Actor 380,1067178,"142,412,411"
,Silent War 548,1942,UA,179 min,"Animation, Adventure, Family",9.0,"A story about silent war 548, filled with memorable characters, challenges, and unexpected events.",61,Director 201,Actor 359,Actor 121,Actor 249,Actor 93,1883399,"397,134,107"
,Beautiful Promise 549,1963,PG,208 min,"Animation, Adventure, Family",9.2,"A story about beautiful promise 549, filled with memorable characters, challenges, and unexpected events.",93,Director 106,Actor 395,Actor 197,Actor 122,Actor 339,656553,"899,481,416"
,Infinite Legacy 550,1946,A,192 min,"Horror, Mystery",7.9,"A story about infinite legacy 550, filled with memorable characters, challenges, and unexpected events.",93,Director 210,Actor 60,Actor 27,Actor 86,Actor 238,237858,"689,722,604"
,Secret Truth 551,1958,R,206 min,"War, Drama",7.6,"A story about secret truth 551, filled with memorable characters, challenges, and unexpected events.",90,Director 100,Actor 243,Actor 135,Actor 75,Actor 272,990046,"407,907,998"
,Forgotten Journey 552,1956,R,142 min,"Mystery, Thriller",9.1,"A story about forgotten journey 552, filled with memorable characters, challenges, and unexpected events.",47,Director 25,Actor 470,Actor 273,Actor 327,Actor 182,1334094,"569,455,272"
,Forgotten War 553,2003,U,127 min,"Crime, Drama",8.8,"A story about forgotten war 553, filled with memorable characters, challenges, and unexpected events.",61,Director 168,Actor 300,Actor 201,Actor 237,Actor 396,1130247,"861,580,639"
,Beyond Heart 554,2018,U,128 min,"Biography, Drama",6.6,"A story about beyond heart 554, filled with memorable characters, challenges, and unexpected events.",88,Director 3,Actor 426,Actor 35,Actor 7,Actor 211,1323948,"588,094,511"
,Silent Destiny 555,1933,UA,129 min,"Comedy, Romance",8.3,"A story about silent destiny 555, filled with memorable characters, challenges, and unexpected events.",47,Director 7,Actor 318,Actor 48,Actor 30,Actor 481,1198233,"270,571,388"
,Great River 556,1996,UA,175 min,"Adventure, Drama",8.1,"A story about great river 556, filled with memorable characters, challenges, and unexpected events.",69,Director 169,Actor 392,Actor 461,Actor 332,Actor 290,372330,"649,376,419"
,Golden Dream 557,2009,PG,122 min,"Sci-Fi, Adventure",6.6,"A story about golden dream 557, filled with memorable characters, challenges, and unexpected events.",62,Director 197,Actor 219,Actor 355,Actor 463,Actor 342,327568,"685,985,348"
,Falling Empire 558,1940,A,120 min,"Action, Crime, Drama",8.6,"A story about falling empire 558, filled with memorable characters, challenges, and unexpected events.",48,Director 67,Actor 490,Actor 417,Actor 136,Actor 92,1615575,"417,345,798"
,Infinite Kingdom 559,1982,PG,110 min,"Mystery, Thriller",9.2,"A story about infinite kingdom 559, filled with memorable characters, challenges, and unexpected events.",51,Director 37,Actor 277,Actor 394,Actor 221,Actor 112,758440,"693,182,286"
,Great Dream 560,1976,PG-13,98 min,"Action, Crime, Drama",8.4,"A story about great dream 560, filled with memorable characters, challenges, and unexpected events.",91,Director 65,Actor 398,Actor 229,Actor 10,Actor 460,315846,"75,704,661"
,Crimson Shadow 561,2003,UA,204 min,"Action, Crime, Drama",8.1,"A story about crimson shadow 561, filled with memorable characters, challenges, and unexpected events.",89,Director 85,Actor 464,Actor 201,Actor 295,Actor 2,1647807,"286,183,995"
,Beautiful Truth 562,1981,U,193 min,"Action, Sci-Fi",7.4,"A story about beautiful truth 562, filled with memorable characters, challenges, and unexpected events.",69,Director 245,Actor 353,Actor 419,Actor 400,Actor 247,2275464,"242,601,204"
,Silent Heart 563,1988,U,130 min,"Drama, Romance",9.1,"A story about silent heart 563, filled with memorable characters, challenges, and unexpected events.",85,Director 246,Actor 332,Actor 47,Actor 188,Actor 274,1280153,"430,256,867"
,Falling Kingdom 564,1978,U,122 min,"Comedy, Drama",8.5,"A story about falling kingdom 564, filled with memorable characters, challenges, and unexpected events.",69,Director 170,Actor 98,Actor 154,Actor 357,Actor 200,750790,"595,463,509"
,Silent Memory 565,1982,U,165 min,"Sci-Fi, Adventure",6.3,"A story about silent memory 565, filled with memorable characters, challenges, and unexpected events.",57,Director 7,Actor 369,Actor 304,Actor 123,Actor 251,804671,"150,362,600"
,Secret Kingdom 566,1989,U,148 min,"War, Drama",8.1,"A story about secret kingdom 566, filled with memorable characters, challenges, and unexpected events.",66,Director 15,Actor 173,Actor 404,Actor 370,Actor 22,1894531,"17,729,000"
,Secret Dream 567,1947,PG-13,170 min,"Fantasy, Adventure",8.7,"A story about secret dream 567, filled with memorable characters, challenges, and unexpected events.",54,Director 190,Actor 297,Actor 120,Actor 474,Actor 37,1932544,"728,180,516"
,A New Shadow 568,1982,R,145 min,"Action, Crime, Drama",8.2,"A story about a new shadow 568, filled with memorable characters, challenges, and unexpected events.",53,Director 4,Actor 89,Actor 324,Actor 26,Actor 464,1027884,"753,111,714"
,Broken Dream 569,1978,PG,191 min,"Action, Sci-Fi",8.0,"A story about broken dream 569, filled with memorable characters, challenges, and unexpected events.",83,Director 205,Actor 316,Actor 113,Actor 33,Actor 412,455985,"122,699,500"
,Lost Hope 570,1963,R,210 min,"Mystery, Thriller",8.7,"A story about lost hope 570, filled with memorable characters, challenges, and unexpected events.",81,Director 140,Actor 71,Actor 165,Actor 429,Actor 494,1369939,"129,810,628"
,Lost Promise 571,1995,PG,93 min,"Adventure, Drama",6.6,"A story about lost promise 571, filled with memorable characters, challenges, and unexpected events.",55,Director 179,Actor 190,Actor 284,Actor 85,Actor 225,1158792,"151,751,862"
,Beyond Heart 572,1925,PG,186 min,"Mystery, Thriller",6.4,"A story about beyond heart 572, filled with memorable characters, challenges, and unexpected events.",50,Director 2,Actor 4,Actor 92,Actor 475,Actor 46,671666,"16,882,928"
,Little Story 573,1973,UA,186 min,"Thriller, Mystery",8.3,"A story about little story 573, filled with memorable characters, challenges, and unexpected events.",85,Director 70,Actor 268,Actor 231,Actor 211,Actor 123,542225,"221,462,854"
,Golden War 574,2008,A,108 min,"Thriller, Mystery",6.1,"A story about golden war 574, filled with memorable characters, challenges, and unexpected events.",67,Director 108,Actor 3,Actor 286,Actor 121,Actor 99,379187,"673,541,905"
,Silent Destiny 575,1932,PG,195 min,"War, Drama",8.0,"A story about silent destiny 575, filled with memorable characters, challenges, and unexpected events.",94,Director 161,Actor 338,Actor 107,Actor 142,Actor 28,2138780,"235,545,955"
,Lost Dream 576,1939,UA,208 min,"Thriller, Mystery",8.3,"A story about lost dream 576, filled with memorable characters, challenges, and unexpected events.",87,Director 237,Actor 23,Actor 28,Actor 331,Actor 187,2096728,"189,426,260"
,Broken River 577,1975,R,163 min,"Sci-Fi, Adventure",6.8,"A story about broken river 577, filled with memorable characters, challenges, and unexpected events.",48,Director 237,Actor 276,Actor 91,Actor 81,Actor 403,191686,"112,221,299"
,The Last Truth 578,1985,PG-13,199 min,"Comedy, Romance",6.4,"A story about the last truth 578, filled with memorable characters, challenges, and unexpected events.",65,Director 108,Actor 102,Actor 383,Actor 347,Actor 460,1875714,"636,513,935"
,Falling Mountain 579,2019,PG,114 min,"Adventure, Drama",6.4,"A story about falling mountain 579, filled with memorable characters, challenges, and unexpected events.",100,Director 52,Actor 193,Actor 457,Actor 113,Actor 38,1004546,"792,250,738"
,Crimson Heart 580,1982,PG,140 min,"Animation, Adventure, Family",6.2,"A story about crimson heart 580, filled with memorable characters, challenges, and unexpected events.",56,Director 100,Actor 192,Actor 70,Actor 235,Actor 369,916662,"654,474,295"
,Lost Memory 581,1954,A,101 min,"Action, Crime, Drama",6.7,"A story about lost memory 581, filled with memorable characters, challenges, and unexpected events.",53,Director 29,Actor 437,Actor 239,Actor 235,Actor 215,2395157,"64,150,550"
,Golden Future 582,1948,PG-13,162 min,"Biography, Drama",8.9,"A story about golden future 582, filled with memorable characters, challenges, and unexpected events.",99,Director 59,Actor 45,Actor 211,Actor 439,Actor 268,722761,"620,853,175"
,Crimson River 583,1995,PG,144 min,"Crime, Drama",7.6,"A story about crimson river 583, filled with memorable characters, challenges, and unexpected events.",92,Director 224,Actor 127,Actor 127,Actor 168,Actor 223,70833,"783,950,598"
,Little Mountain 584,1995,U,201 min,"Action, Adventure",9.1,"A story about little mountain 584, filled with memorable characters, challenges, and unexpected events.",75,Director 188,Actor 394,Actor 259,Actor 18,Actor 218,1762262,"47,585,372"
,Beautiful Victory 585,1981,UA,174 min,"Adventure, Drama",8.7,"A story about beautiful victory 585, filled with memorable characters, challenges, and unexpected events.",50,Director 143,Actor 386,Actor 7,Actor 355,Actor 375,1907676,"531,908,267"
,Forgotten River 586,1936,R,115 min,"Action, Sci-Fi",7.2,"A story about forgotten river 586, filled with memorable characters, challenges, and unexpected events.",64,Director 42,Actor 361,Actor 236,Actor 440,Actor 293,76815,"515,263,018"
,Little Journey 587,1978,A,102 min,"Mystery, Thriller",7.5,"A story about little journey 587, filled with memorable characters, challenges, and unexpected events.",85,Director 119,Actor 361,Actor 325,Actor 1,Actor 441,785718,"848,204,335"
,Hidden Victory 588,2008,A,89 min,Drama,7.1,"A story about hidden victory 588, filled with memorable characters, challenges, and unexpected events.",89,Director 243,Actor 314,Actor 278,Actor 295,Actor 407,1796363,"808,507,344"
,Lost Kingdom 589,1999,A,179 min,"Action, Crime, Drama",8.9,"A story about lost kingdom 589, filled with memorable characters, challenges, and unexpected events.",48,Director 29,Actor 197,Actor 188,Actor 239,Actor 317,2168961,"724,503,104"
,A New Memory 590,1966,UA,156 min,"Action, Sci-Fi",6.6,"A story about a new memory 590, filled with memorable characters, challenges, and unexpected events.",53,Director 86,Actor 123,Actor 277,Actor 59,Actor 333,2361990,"761,744,944"
,Crimson Heart 591,2009,A,180 min,"Comedy, Romance",6.7,"A story about crimson heart 591, filled with memorable characters, challenges, and unexpected events.",77,Director 175,Actor 217,Actor 142,Actor 28,Actor 33,1354122,"378,821,270"
,Rising Memory 592,1977,PG-13,152 min,"Adventure, Drama",7.6,"A story about rising memory 592, filled with memorable characters, challenges, and unexpected events.",88,Director 212,Actor 273,Actor 461,Actor 150,Actor 232,1982010,"762,269,097"
,Great Memory 593,2006,U,188 min,"Action, Sci-Fi",9.1,"A story about great memory 593, filled with memorable characters, challenges, and unexpected events.",50,Director 101,Actor 460,Actor 92,Actor 148,Actor 491,800012,"491,738,597"
,Hidden Dream 594,1941,UA,174 min,"Animation, Adventure, Family",6.9,"A story about hidden dream 594, filled with memorable characters, challenges, and unexpected events.",78,Director 244,Actor 322,Actor 12,Actor 151,Actor 214,2091753,"161,696,070"
,American Shadow 595,1980,U,141 min,"Action, Adventure",7.1,"A story about american shadow 595, filled with memorable characters, challenges, and unexpected events.",46,Director 224,Actor 411,Actor 119,Actor 428,Actor 486,1232710,"203,102,339"
,Beautiful Future 596,1972,R,168 min,"Drama, Romance",7.9,"A story about beautiful future 596, filled with memorable characters, challenges, and unexpected events.",89,Director 136,Actor 432,Actor 281,Actor 228,Actor 235,2049054,"637,212,501"
,Broken Heart 597,1936,PG,124 min,"Biography, Drama",9.0,"A story about broken heart 597, filled with memorable characters, challenges, and unexpected events.",68,Director 249,Actor 148,Actor 395,Actor 433,Actor 25,1100550,"243,605,251"
,Dark Memory 598,1956,UA,106 min,"Biography, Drama",7.5,"A story about dark memory 598, filled with memorable characters, challenges, and unexpected events.",56,Director 215,Actor 363,Actor 355,Actor 464,Actor 342,2255280,"306,381,188"
,Dark Legacy 599,1950,A,125 min,"Animation, Adventure, Family",6.4,"A story about dark legacy 599, filled with memorable characters, challenges, and unexpected events.",56,Director 53,Actor 288,Actor 363,Actor 18,Actor 341,1859220,"279,710,097"
